customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15581384,842,Spain,Male,70,10,0.0,3,1,0,125224.03,1
15746342,803,France,Male,42,2,0.0,1,0,1,131652.87,1
15694474,669,Spain,Female,41,9,95242.94,3,0,0,148042.67,1
1KA623112,572,France,Female,70,6,33091.67,3,1,0,154279.11,0
15708938,574,Germany,Male,57,2,108904.4,3,1,1,156525.81,0
15691727,372,Germany,Male,58,4,0.0,3,1,1,67978.37,0
15758809,462,Germany,Male,48,8,34668.69,4,1,1,161419.81,0
15764446,609,France,Male,25,4,97880.94,2,1,1,22646.46,0
15790130,391,Spain,Female,50,7,169762.41,1,0,1,75964.49,0
15613249,530,France,Male,73,5,194461.51,1,0,1,186824.08,1
15771268,382,Spain,Male,43,3,219851.45,4,1,0,27583.25,1
15734211,620,France,Male,21,1,151531.16,4,1,0,91738.46,0
15578861,368,France,Female,58,8,247121.23,3,1,1,153210.44,1
15574512,735,France,Male,20,0,151383.43,2,1,0,57467.0,1
15674019,389,France,Female,28,3,17411.87,4,1,1,143422.51,1
15795666,730,France,Female,39,8,0.0,1,0,0,49624.13,1
15750713,662,France,Male,47,8,0.0,4,1,1,94176.2,1
15757878,514,France,Female,70,2,0.0,3,0,0,184925.59,1
15632120,381,Spain,Female,27,2,0.0,3,1,0,120385.72,1
15510606,839,Spain,Female,24,7,0.0,2,1,1,73320.91,1
15710382,426,Germany,Female,22,10,0.0,3,0,1,79350.78,1
15530568,363,Germany,Female,35,9,114246.28,1,1,1,58654.11,0
15552390,543,France,Female,32,10,0.0,4,1,1,43570.22,1
15557751,707,Germany,Female,42,10,197556.7,3,0,0,19059.85,1
15642463,785,Spain,Male,30,5,0.0,4,1,0,60187.46,0
15587975,798,Germany,Female,54,3,128159.28,3,0,1,29750.73,0
15522276,839,Germany,Male,41,10,0.0,3,1,0,721.63,0
15702400,831,France,Male,72,6,122163.92,3,1,0,108680.58,0
15585095,760,Germany,Female,41,2,0.0,3,1,0,103093.91,1
15597435,480,Germany,Female,69,8,162540.91,4,0,0,143592.78,0
1fs5739022,397,Spain,Male,18,4,161861.0,1,1,0,186284.22,0
15620400,605,Spain,Female,44,6,152566.24,3,1,1,116023.83,0
15565211,741,France,Male,35,2,221947.98,3,1,0,147690.12,0
15782253,551,France,Male,29,1,202762.84,3,0,0,23586.87,0
15682999,742,France,Female,73,6,224239.96,1,1,1,13382.02,1
15643575,670,Germany,Male,39,8,0.0,1,1,0,64313.82,0
15709257,831,France,Female,71,7,249294.04,4,1,1,85434.88,0
15623313,437,Spain,Male,59,1,65767.37,2,1,1,183221.65,1
15754498,477,Germany,Male,63,0,95428.19,2,0,1,154563.5,1
15773107,497,Spain,Male,49,5,133218.64,2,0,0,152641.06,0
15576425,625,France,Female,31,0,0.0,4,1,1,183019.49,0
15501922,509,France,Female,32,6,0.0,1,1,0,42027.49,1
15712409,549,France,Male,74,5,208655.03,2,0,0,24150.55,1
15562017,725,France,Female,55,2,0.0,3,0,0,64280.26,1
15680298,526,France,Male,69,1,78611.3,1,1,1,120098.44,0
15588265,819,France,Male,21,2,159935.24,2,1,1,107158.55,0
15557403,561,Germany,Female,21,3,20381.33,1,0,0,177477.48,0
15539685,380,France,Female,24,7,172041.44,3,1,1,104636.51,0
15530302,579,Germany,Male,71,7,106325.71,3,0,1,56078.68,1
S15676794,514,France,Male,22,10,98570.54,3,0,0,193935.42,1
15782980,728,Germany,Female,52,5,160361.42,1,0,1,105637.92,0
15619377,554,Germany,Male,58,1,94101.14,4,0,0,182768.23,0
15704735,566,Germany,Female,47,5,98585.5,3,1,1,72102.85,1
1Gas642544,464,France,Female,47,2,119588.29,3,0,1,92614.91,0
15596684,572,Germany,Female,33,1,0.0,2,1,1,114847.72,0
15682386,671,France,Male,69,6,48168.32,2,1,0,145381.67,1
15532631,582,Germany,Male,74,6,84761.36,2,0,0,131789.03,1
15693724,434,Spain,Male,46,3,193493.99,2,0,0,17527.97,0
15687930,807,France,Male,53,10,60558.14,2,1,0,187418.57,0
1S5767117,353,France,Female,20,9,24540.7,1,1,0,10305.24,1
15504524,769,Germany,Female,42,2,25586.76,3,0,0,123865.26,1
15509954,437,France,Male,56,7,12361.7,4,1,0,60015.5,1
15787597,396,Germany,Female,35,9,112721.7,3,0,0,22999.58,0
15599559,761,Germany,Female,32,4,123512.18,4,1,1,2255.33,1
1S5617098,712,France,Female,19,10,229351.47,4,0,0,79212.28,1
15790692,476,Germany,Male,49,2,0.0,3,1,1,69324.65,1
15500964,534,France,Male,56,10,162302.85,1,1,1,86574.97,1
15589010,389,Spain,Female,68,5,0.0,3,0,1,173159.7,1
15532621,827,France,Male,41,10,0.0,3,1,1,109563.53,1
