customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
40,582,Germany,Female,38,9,137268.45,1,1,1,116610.13,0
41,465,France,Female,38,10,0.0,1,0,0,188785.47,1
42,556,Spain,Female,32,1,109348.04,2,1,1,152293.42,0
43,834,France,Male,38,5,131013.43,2,1,0,143232.01,0
44,663,Spain,Female,39,6,0.0,1,0,1,48950.31,0
45,776,Germany,Female,32,4,106575.4,1,1,1,18049.11,1
46,828,Germany,Male,36,1,139994.67,2,0,0,107212.42,0
47,637,Germany,Female,39,8,137843.8,1,1,1,117621.26,1
48,577,France,Male,29,5,0.0,1,1,0,56034.72,0
49,727,Germany,Male,36,2,157973.8,1,1,1,16801.33,0
50,769,France,Male,35,0,0.0,2,1,1,146747.38,0
51,625,Germany,Male,45,1,123565.33,1,0,1,18909.11,1
52,656,France,Male,38,10,0.0,2,1,1,129500.44,0
53,611,Germany,Male,61,6,98301.61,1,0,0,121513.31,1
54,575,Germany,Male,33,3,132634.2,1,1,1,192088.09,0
55,739,France,Female,40,7,0.0,2,1,0,172862.27,0
56,701,Spain,Male,38,6,0.0,2,0,1,114948.52,0
57,710,France,Male,37,5,0.0,2,1,0,165183.01,0
58,642,Spain,Female,49,4,0.0,1,1,1,148677.46,1
59,541,France,Female,39,9,0.0,2,1,0,122312.43,0
60,623,France,Male,44,7,0.0,2,1,0,77598.54,0
61,751,Germany,Male,36,4,102608.58,1,1,1,196853.66,0
62,483,Spain,Female,31,4,0.0,1,0,0,30046.21,0
63,643,France,Female,32,4,0.0,1,1,1,169576.73,0
64,801,Germany,Female,44,7,121733.45,1,1,1,194380.25,0
65,548,France,Female,36,2,0.0,2,1,1,10913.32,0
66,705,Spain,Male,42,8,0.0,2,1,1,1198.53,0
67,570,Spain,Male,29,5,0.0,2,1,1,78355.83,0
68,680,France,Female,37,10,0.0,2,0,0,163884.86,0
69,718,France,Female,39,5,0.0,2,1,1,16259.0,0
70,738,Germany,Male,35,5,161274.05,2,1,0,196685.27,0
71,839,Germany,Female,34,8,134370.21,1,1,0,157540.68,0
72,637,Spain,Female,39,8,131760.33,1,1,1,178065.17,0
73,669,France,Male,46,3,0.0,2,1,0,8487.75,0
74,613,France,Male,38,5,0.0,1,0,1,169866.03,0
75,612,Germany,Male,39,2,121981.18,1,1,1,7831.11,1
76,506,Germany,Male,35,8,168940.63,2,1,1,39750.73,0
77,665,France,Female,34,1,0.0,2,0,0,12623.31,0
78,758,Spain,Male,39,1,152331.33,1,1,0,131569.28,0
79,538,Spain,Female,35,2,0.0,1,0,1,6566.86,0
80,662,Spain,Female,38,7,111326.38,1,1,1,11333.68,0
81,777,France,Female,32,2,0.0,1,1,0,136458.32,1
82,543,France,Female,36,3,0.0,2,0,0,8839.81,0
83,788,France,Male,33,4,0.0,2,1,0,183285.41,0
84,814,France,Male,35,4,115206.59,2,1,1,100113.38,0
85,750,France,Male,37,0,0.0,2,1,0,8029.08,0
86,753,Spain,Male,40,9,0.0,1,1,1,192100.95,0
87,547,Spain,Male,36,3,153066.97,1,0,1,15967.61,0
88,684,Germany,Male,38,5,92026.37,1,1,1,107567.04,0
89,754,France,Male,43,4,147493.83,1,1,1,16616.93,0
90,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1
91,646,France,Female,45,10,0.0,1,1,1,17508.81,1
92,484,France,Male,33,3,113193.38,1,1,1,194129.32,0
93,708,Germany,Male,32,5,102220.73,1,1,0,133878.36,1
94,763,Spain,Male,36,7,111532.73,1,1,1,123844.3,0
95,714,Germany,Male,30,5,123136.08,1,0,0,49014.52,0
96,772,Spain,Male,42,8,0.0,2,1,1,99675.73,0
97,850,France,Male,29,2,0.0,2,1,1,10175.79,0
98,786,Germany,Female,41,5,131013.59,1,0,0,103986.91,0
99,524,France,Female,40,5,0.0,2,1,1,168348.36,0
100,772,Germany,Male,33,1,79808.23,1,0,0,29623.74,0
